name,address,rating,totalReviews,reviewsScraped,phone,website,category,priceLevel,lat,lng,googleMapsUrl
"V'DA Cafe","Jl. Terusan Jakarta No.275, Antapani Wetan, Kec. Antapani, Kota Bandung, Jawa Barat 40000, Indonesia",,0,0,"+62 878-4573-5922","","Restoran","",-6.9143913,107.6641465,"https://www.google.com/maps/search/?api=1&query=V'DA%20Cafe&query_place_id=ChIJI1yLKcDnaC4RPlNzud7e-BI"
"D'cafe Tanjakan Panjang","4P45+9W7, Jl. Tanjakan Panjang, Pasirwangi, Kec. Ujung Berung, Kota Bandung, Jawa Barat, Indonesia",4,3,3,"+62 853-5533-1894","","Kedai Kopi","",-6.8940912,107.7098076,"https://www.google.com/maps/search/?api=1&query=D'cafe%20Tanjakan%20Panjang&query_place_id=ChIJYY5HmendaC4RrVnvSdfl0dE"
"Cafe kebun Bilqis","4MC7+V4Q, Cimenyan, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40197, Indonesia",,0,0,"","","Kedai Kopi","",-6.8779538,107.6627178,"https://www.google.com/maps/search/?api=1&query=Cafe%20kebun%20Bilqis&query_place_id=ChIJhwtzXgDnaC4Rxi6YAOd4Gsw"
"Ringo cafe","Jl. Babakan Cimahi No.879, Girimekar, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40619, Indonesia",3.9,34,34,"+62 22 63728285","","Kafe","",-6.8794434,107.6984653,"https://www.google.com/maps/search/?api=1&query=Ringo%20cafe&query_place_id=ChIJBeJOKjXdaC4R6r49m_TMYe8"
"Alarose Cafe","Jl. Golf 2 No.6C, Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294, Indonesia",5,2,2,"","","Kafe","",-6.9155112,107.6891612,"https://www.google.com/maps/search/?api=1&query=Alarose%20Cafe&query_place_id=ChIJR8jP0KvdaC4R_tVe36nIGGk"
"Inoe Cafe","Jl, Ciharalang Kulon Cikahuripan No.4, Mekarsaluyu, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia",4.9,87,87,"+62 22 20544931","https://inoecafe.wixsite.com/website","Kafe","",-6.8573999,107.6573889,"https://www.google.com/maps/search/?api=1&query=Inoe%20Cafe&query_place_id=ChIJLe6YazrnaC4RZchZERt7MP0"
"Ramayana Cafe","Jl. Purwakarta No.104, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.8,5,5,"+62 895-6087-30607","https://ramayana.co.id/","Kafe","$$",-6.9162184,107.6541159,"https://www.google.com/maps/search/?api=1&query=Ramayana%20Cafe&query_place_id=ChIJp78GgO_naC4RGZeU4zP4YOc"
"ARENA BOLA GAMES CAFE","Jl. Khp Hasan Mustopa No.240, Padasuka, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40125, Indonesia",4.2,64,64,"+62 813-2224-7218","","Warnet","",-6.9020528,107.6533933,"https://www.google.com/maps/search/?api=1&query=ARENA%20BOLA%20GAMES%20CAFE&query_place_id=ChIJP-vDdi_naC4R_lCgSy8nJCM"
"Cafe Omahe Abuela","Cisurupan, Kec. Cibiru, Kota Bandung, Jawa Barat 40614, Indonesia",4.3,3,3,"","","Bistro","",-6.9104023,107.7215879,"https://www.google.com/maps/search/?api=1&query=Cafe%20Omahe%20Abuela&query_place_id=ChIJO_mT9vHdaC4RdoIZsX2z074"
"CAFE SI KEMBAR","Pasanggrahan, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40617, Indonesia",5,4,4,"+62 896-5623-7021","","Kafe","",-6.9058765,107.7184421,"https://www.google.com/maps/search/?api=1&query=CAFE%20SI%20KEMBAR&query_place_id=ChIJycpZ5STdaC4R3FnH_qXX0iM"
"Cafe Abang Sinulaki","4M94+VPW, Unnamed Road, Cimenyan, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40197, Indonesia",4.4,7,7,"","","Kedai Kopi","",-6.880265,107.6568413,"https://www.google.com/maps/search/?api=1&query=Cafe%20Abang%20Sinulaki&query_place_id=ChIJ_02nunDnaC4R0plC5_AqlHg"
"Cafe D'Manggo","4M9V+925, Jl. Pamoyanan Lb., Sindanglaya, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40195, Indonesia",5,5,5,"+62 813-1518-8354","","Restoran Keluarga","",-6.8815905,107.6926345,"https://www.google.com/maps/search/?api=1&query=Cafe%20D'Manggo&query_place_id=ChIJRUp67LvdaC4Rj2PNZn8gY6A"
"Cafe Abah","Jl. Terusan Jakarta No.130, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",5,2,2,"+62 823-1891-9425","","Restoran","",-6.9131346,107.6578773,"https://www.google.com/maps/search/?api=1&query=Cafe%20Abah&query_place_id=ChIJdwTEKK_naC4RXA9K3RgqM54"
"Pappy Mommy Cafe","Jl. Vijayakusuma I No.3, Pasir Endah, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40619, Indonesia",5,3,3,"+62 853-5330-8489","","Restoran","",-6.9057948,107.6912919,"https://www.google.com/maps/search/?api=1&query=Pappy%20Mommy%20Cafe&query_place_id=ChIJY8LgKADdaC4R6bcZ1RgD_qU"
"Bonceng Family Cafe","Jl. Pasir Malati, Melatiwangi, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40618, Indonesia",4.2,39,39,"+62 857-2450-9121","","Restoran","",-6.8882213,107.7074182,"https://www.google.com/maps/search/?api=1&query=Bonceng%20Family%20Cafe&query_place_id=ChIJbw7POB3daC4R2-0aYL3lfyE"
"Come On Cafe","Jl. Subang No.41, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.4,19,19,"","","Kafe","",-6.9146491,107.6550777,"https://www.google.com/maps/search/?api=1&query=Come%20On%20Cafe&query_place_id=ChIJBzaayiznaC4RqkwSuN802hw"
"Distributor Kopi SH Juwara Cafe - Ustadz Sobri Bandung","Jl. Cicabe Gg. H. Durahim No.003, RT.005, Jatihandap, Cicaheum Bandung, Kota Bandung, Jawa Barat 40193, Indonesia",5,2,2,"+62 877-4793-8722","https://kaniyaherbal.biz.id/kopi-juwara","Toko kopi","",-6.9014284,107.6584956,"https://www.google.com/maps/search/?api=1&query=Distributor%20Kopi%20SH%20Juwara%20Cafe%20-%20Ustadz%20Sobri%20Bandung&query_place_id=ChIJb7uVzp3naC4R2j4wpRzxw6U"
"Cafe 379","12, No.23, Jl. Sekemala, Pasanggrahan, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40617, Indonesia",5,4,4,"","","Restoran","",-6.9060413,107.7183144,"https://www.google.com/maps/search/?api=1&query=Cafe%20379&query_place_id=ChIJWeEcMQDdaC4RBXuB-GAelDA"
"Cafe Bahagia","4PG4+Q5F, Babakan Cimahi, Girimekar, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40619, Indonesia",5,8,8,"+62 812-4080-3030","","Kedai Kopi","",-6.8730736,107.7054133,"https://www.google.com/maps/search/?api=1&query=Cafe%20Bahagia&query_place_id=ChIJB0zriYLdaC4RsvT6CivH5zI"
"Cafe abex","3PP2+V93, Jl. Kp. Baru, Cigending, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40611, Indonesia",5,2,2,"+62 896-6379-1992","","Kafe","",-6.9128521,107.7009198,"https://www.google.com/maps/search/?api=1&query=Cafe%20abex&query_place_id=ChIJ9-ob3D3daC4RlfSR_Sr7adQ"
"MANIK CAFE - BANDUNG UTARA","Jl. Arcamanik, Mekarmanik, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40196, Indonesia",5,1,1,"+62 895-6369-22022","","Kedai Kopi","",-6.8752264,107.6906231,"https://www.google.com/maps/search/?api=1&query=MANIK%20CAFE%20-%20BANDUNG%20UTARA&query_place_id=ChIJmy9CHgDdaC4RbYqMMWAYj4c"
"HASS Car Wash & Cafe","Jl. Raya Ujung Berung No.312, Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294, Indonesia",4.3,231,100,"","","Tempat Pencucian Mobil","",-6.9123623,107.6913055,"https://www.google.com/maps/search/?api=1&query=HASS%20Car%20Wash%20%26%20Cafe&query_place_id=ChIJ02AKOb7daC4R8JvA17NQV6Y"
"Cafe Diva","3MXH+5VV, Pasir Impun, Kec. Mandalajati, Kota Bandung, Jawa Barat 40293, Indonesia",5,6,6,"+62 821-1801-9440","","Kedai Kopi","",-6.9020184,107.6796591,"https://www.google.com/maps/search/?api=1&query=Cafe%20Diva&query_place_id=ChIJCyCg-x7daC4RGEDyQ1isJzY"
"Tepi Kota Cafe","3MQC+G26, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",4.2,17,17,"","","Kafe","",-6.9112163,107.6700245,"https://www.google.com/maps/search/?api=1&query=Tepi%20Kota%20Cafe&query_place_id=ChIJaarCGhndaC4R-qB69oGdfH8"
"Cafe Wanda Urban","komp. villa sutra indah No.6, Cimenyan, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40197, Indonesia",4.4,7,7,"+62 818-622-092","","Kafe","",-6.8798022,107.6686033,"https://www.google.com/maps/search/?api=1&query=Cafe%20Wanda%20Urban&query_place_id=ChIJx8LdAH7naC4RB-xx8hllYjo"
"Chokollis Cafe Bandung Uber","3MPR+P63, Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294, Indonesia",5,1,1,"","","Kafe","",-6.9132293,107.6905484,"https://www.google.com/maps/search/?api=1&query=Chokollis%20Cafe%20Bandung%20Uber&query_place_id=ChIJL3sGZJLdaC4RE8zZ-iayR9U"
"Dodo Cafe Family","Kp. Cikaso Pasir Impun Atas No.41, Cikadut, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40191, Indonesia",5,1,1,"","","Kedai Kopi","",-6.8845702,107.6825168,"https://www.google.com/maps/search/?api=1&query=Dodo%20Cafe%20Family&query_place_id=ChIJd212itrdaC4Rg2HVmNljYYU"
"Aster cafe","Jl. Panyandaan No.9, Mandalamekar, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40193, Indonesia",5,1,1,"","","Kedai Kopi","",-6.8838804,107.6703333,"https://www.google.com/maps/search/?api=1&query=Aster%20cafe&query_place_id=ChIJtaencgDdaC4RRmF_mw6WEzo"
"Eating Sugar Cafe","Jl. Babakan Batawi No.18, Melatiwangi, Kec. Cilengkrang, Kota Bandung, Jawa Barat 40618, Indonesia",4.1,15,15,"+62 812-2110-6969","http://instagram.com/theeatingsugar","Restoran","$",-6.8972575,107.7045843,"https://www.google.com/maps/search/?api=1&query=Eating%20Sugar%20Cafe&query_place_id=ChIJERemEgXdaC4R6AYPmc2K_NM"
"ROTASI SPORT CAFE","Jl. Lb. Gede No.21, Padasuka, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40911, Indonesia",5,5,5,"+62 896-7975-1417","https://instagram.com/rotasisportcafe?igshid=YmMyMTA2M2Y=","Kafetaria","",-6.8835419,107.65392,"https://www.google.com/maps/search/?api=1&query=ROTASI%20SPORT%20CAFE&query_place_id=ChIJ-RWr8jXnaC4RTT2b54adVLg"
"Cafe Ibu","Kampung Jl. Lb. Gede, RT.06/RW.04, Kelurahan Cimenyan, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40197, Indonesia",5,11,11,"","","Kafe","",-6.8798627,107.6597759,"https://www.google.com/maps/search/?api=1&query=Cafe%20Ibu&query_place_id=ChIJPUPQo97naC4RKdxA7o82a0c"
"CAFE GOUTTE","Jl. Padasuka No.118, Pasirlayung, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40192, Indonesia",5,1,1,"+62 812-2172-9545","","Kafetaria","",-6.8951479,107.6562077,"https://www.google.com/maps/search/?api=1&query=CAFE%20GOUTTE&query_place_id=ChIJt2effmLnaC4RrlFXxqBkOF8"
"Gorogoro cafe","Jl. Purwakarta No.170, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.5,21,21,"+62 821-3014-6567","","Kedai Kopi","",-6.9174424,107.6583036,"https://www.google.com/maps/search/?api=1&query=Gorogoro%20cafe&query_place_id=ChIJA4ldo-HnaC4Rno49bkHDdec"
"Cafe Orange Cigiringsing","Jl. Cigiringsing Gg. Inpres, Girimekar, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40619, Indonesia",4.5,32,32,"+62 882-1464-7271","","Kafe","",-6.8996646,107.6905509,"https://www.google.com/maps/search/?api=1&query=Cafe%20Orange%20Cigiringsing&query_place_id=ChIJZULuVqLdaC4R3NpBiWhDGuM"
"Cafe Kanicmate Bandung","Jl. Raya Pasir Impun Atas CF-1, Cikadut, Cimenyan, Bandung City, West Java 40191, Indonesia",4.7,26,26,"+62 813-2450-7864","","Restoran Sunda","",-6.8898595,107.6822439,"https://www.google.com/maps/search/?api=1&query=Cafe%20Kanicmate%20Bandung&query_place_id=ChIJ2dWMLm_daC4RwQMF8O2Rhhw"
"Cafe S'Kawan","Jl. Cimenyan No.106, Cimenyan, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40191, Indonesia",4.7,3,3,"","","Kafe","",-6.8766576,107.6646534,"https://www.google.com/maps/search/?api=1&query=Cafe%20S'Kawan&query_place_id=ChIJORIVQADnaC4RsLHPhticgTE"
"Cafe madam","Jl. Tanjakan Panjang, Pasirjati, Kec. Ujung Berung, Kota Bandung, Jawa Barat, Indonesia",5,1,1,"","","Kedai Kopi","",-6.8936347,107.7102989,"https://www.google.com/maps/search/?api=1&query=Cafe%20madam&query_place_id=ChIJy_vbdQDdaC4RaZ8lY-qPbU0"
"Cafe & Resto 19","Jl. Pasir Impun No.33a, Karang Pamulang, Kec. Mandalajati, Kota Bandung, Jawa Barat 40195, Indonesia",4.9,15,15,"+62 811-2049-091","","Kafe","",-6.8953705,107.6770368,"https://www.google.com/maps/search/?api=1&query=Cafe%20%26%20Resto%2019&query_place_id=ChIJrU2C4A3daC4Rh-N082jlNLQ"
"Cafe Tambar Malem Pasirlayung","4M66+H33, Pasirlayung, Kec. Cimenyan, Kota Bandung, Jawa Barat, Indonesia",4.7,11,11,"+62 878-6011-1015","","Kedai Kopi","",-6.8886074,107.6601764,"https://www.google.com/maps/search/?api=1&query=Cafe%20Tambar%20Malem%20Pasirlayung&query_place_id=ChIJFV4gFwDnaC4R16uxgHbiHVg"
"Uber Corner - Cafe & Carwash","Jl. AH. Nasution No.KM.10, Pakemitan, Kec. Cinambo, Kota Bandung, Jawa Barat 45474, Indonesia",4.4,33,33,"","","Restoran Indonesia","",-6.9131036,107.6924981,"https://www.google.com/maps/search/?api=1&query=Uber%20Corner%20-%20Cafe%20%26%20Carwash&query_place_id=ChIJK8NXHq7daC4RqAfncrISGcQ"
"Bale-M Cafe","Jl. Arcamanik Endah No.74, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",4.4,375,100,"+62 813-7609-2232","","Restoran Indonesia","",-6.9203285,107.6720656,"https://www.google.com/maps/search/?api=1&query=Bale-M%20Cafe&query_place_id=ChIJ0yUN11DdaC4RJq3Y0-e5ndE"
"Canna Lily Cafe","Jl. Cilengkrang II, Palasari, Kec. Cibiru, Kota Bandung, Jawa Barat 40615, Indonesia",4.4,46,46,"+62 851-1738-9041","","Kedai Kopi","",-6.9161386,107.719721,"https://www.google.com/maps/search/?api=1&query=Canna%20Lily%20Cafe&query_place_id=ChIJ330GLY7daC4RqTMNxwIKs-c"
"Arizta Cafe & Wash","Jl. Sekehaji Raya No.24, Jatiendah, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40616, Indonesia",4.9,15,15,"+62 857-9560-8480","","Kafe","",-6.9005349,107.6930308,"https://www.google.com/maps/search/?api=1&query=Arizta%20Cafe%20%26%20Wash&query_place_id=ChIJbZoVLgDdaC4Rg9IrkECehNI"
"Cafe Palalangon","Jl. Palintang No.27, Cipanjalu, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40618, Indonesia",4.6,61,61,"+62 812-1169-7334","","Kafe","",-6.8734854,107.7175144,"https://www.google.com/maps/search/?api=1&query=Cafe%20Palalangon&query_place_id=ChIJnSrIWwXdaC4ROSTGtoKy19A"
"Savor","Jl. AH. Nasution Jl. Arjasari No.4, Antapani Wetan, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",5,8,8,"+62 851-7742-8255","","Kafe","",-6.9043677,107.6666017,"https://www.google.com/maps/search/?api=1&query=Savor&query_place_id=ChIJUbx0FADnaC4RLH8i4-dYvPQ"
